E,build,35643816381,4,"AMD EPYC 9V45 96-Core Processor",1,toolchain,22.4629,41.3949,3.92,10.55
E,build,35643816381,4,"AMD EPYC 9V45 96-Core Processor",2,install,57.2955,48.3628,5.65,8.56
E,build,35643816381,4,"AMD EPYC 9V45 96-Core Processor",3,build,61.4742,16.7806,6.10,2.75
E,build,35643816381,4,"AMD EPYC 9V45 96-Core Processor",4,deploy,42.3332,128.426,5.00,25.68
E,lint,35643816381,4,"AMD EPYC 9V74 80-Core Processor",1,toolchain,15.9496,18.0371,3.69,4.89
E,lint,35643816381,4,"AMD EPYC 9V74 80-Core Processor",2,install,57.0202,52.0632,5.68,9.16
E,lint,35643816381,4,"AMD EPYC 9V74 80-Core Processor",3,lint,39.2057,36.2475,4.68,7.75
E,test,35643816381,4,"AMD EPYC 7763 64-Core Processor",1,toolchain,14.7361,17.6198,3.47,5.08
E,test,35643816381,4,"AMD EPYC 7763 64-Core Processor",2,install,52.4862,66.0687,5.32,12.42
E,test,35643816381,4,"AMD EPYC 7763 64-Core Processor",3,test,20.6964,8.78888,3.71,2.37
