E,build,35648997234,10,"AMD EPYC 9V74 80-Core Processor",1,toolchain,22.8985,14.4071,4.02,3.58
E,build,35648997234,10,"AMD EPYC 9V74 80-Core Processor",2,install,54.5029,49.8926,5.43,9.18
E,build,35648997234,10,"AMD EPYC 9V74 80-Core Processor",3,build,67.4114,19.7318,6.26,3.15
E,build,35648997234,10,"AMD EPYC 9V74 80-Core Processor",4,deploy,47.1617,130.065,5.21,24.96
E,lint,35648997234,10,"AMD EPYC 9V74 80-Core Processor",1,toolchain,15.7502,15.9387,3.80,4.19
E,lint,35648997234,10,"AMD EPYC 9V74 80-Core Processor",2,install,53.6672,46.6441,5.48,8.51
E,lint,35648997234,10,"AMD EPYC 9V74 80-Core Processor",3,lint,39.8616,35.2425,4.70,7.50
E,test,35648997234,10,"AMD EPYC 9V74 80-Core Processor",1,toolchain,23.7602,16.5156,4.04,4.09
E,test,35648997234,10,"AMD EPYC 9V74 80-Core Processor",2,install,53.878,44.9373,5.38,8.35
E,test,35648997234,10,"AMD EPYC 9V74 80-Core Processor",3,test,36.47,8.75271,4.49,1.95
