E,build,35641239151,1,"AMD EPYC 9V74 80-Core Processor",1,toolchain,10.6473,15.2807,3.27,4.67
E,build,35641239151,1,"AMD EPYC 9V74 80-Core Processor",2,install,54.7927,57.8038,5.48,10.55
E,build,35641239151,1,"AMD EPYC 9V74 80-Core Processor",3,build,55.3158,19.4543,5.56,3.50
E,build,35641239151,1,"AMD EPYC 9V74 80-Core Processor",4,deploy,56.2049,92.2946,5.67,16.28
E,lint,35641239151,1,"AMD EPYC 7763 64-Core Processor",1,toolchain,25.9365,27.8492,4.19,6.65
E,lint,35641239151,1,"AMD EPYC 7763 64-Core Processor",2,install,38.6902,57.6829,4.60,12.54
E,lint,35641239151,1,"AMD EPYC 7763 64-Core Processor",3,lint,42.785,45.6303,4.80,9.51
E,test,35641239151,1,"AMD EPYC 7763 64-Core Processor",1,toolchain,23.9991,20.4188,3.98,5.13
E,test,35641239151,1,"AMD EPYC 7763 64-Core Processor",2,install,46.571,62.8313,5.03,12.49
E,test,35641239151,1,"AMD EPYC 7763 64-Core Processor",3,test,32.9699,10.3416,4.35,2.38
