E,build,35643376654,3,"AMD EPYC 9V74 80-Core Processor",1,toolchain,21.7899,19.6446,3.96,4.96
E,build,35643376654,3,"AMD EPYC 9V74 80-Core Processor",2,install,55.432,61.0371,5.51,11.08
E,build,35643376654,3,"AMD EPYC 9V74 80-Core Processor",3,build,72.5892,25.4438,6.59,3.86
E,build,35643376654,3,"AMD EPYC 9V74 80-Core Processor",4,deploy,57.9113,89.2652,5.76,15.50
E,lint,35643376654,3,"Intel(R) Xeon(R) 6973P-C",1,toolchain,15.0125,18.1274,3.65,4.97
E,lint,35643376654,3,"Intel(R) Xeon(R) 6973P-C",2,install,52.4131,42.8537,5.38,7.96
E,lint,35643376654,3,"Intel(R) Xeon(R) 6973P-C",3,lint,40.036,30.9393,4.72,6.56
E,test,35643376654,3,"AMD EPYC 7763 64-Core Processor",1,toolchain,13.8414,17.7569,3.75,4.74
E,test,35643376654,3,"AMD EPYC 7763 64-Core Processor",2,install,45.3407,64.1674,5.03,12.75
E,test,35643376654,3,"AMD EPYC 7763 64-Core Processor",3,test,24.4671,9.77474,4.07,2.40
