E,build,35645209177,6,"AMD EPYC 9V74 80-Core Processor",1,toolchain,18.5545,16.3302,3.90,4.19
E,build,35645209177,6,"AMD EPYC 9V74 80-Core Processor",2,install,52.641,57.9611,5.40,10.73
E,build,35645209177,6,"AMD EPYC 9V74 80-Core Processor",3,build,60.2263,20.8479,5.97,3.49
E,build,35645209177,6,"AMD EPYC 9V74 80-Core Processor",4,deploy,56.6247,92.8155,5.69,16.31
E,lint,35645209177,6,"AMD EPYC 7763 64-Core Processor",1,toolchain,24.168,18.3601,4.09,4.49
E,lint,35645209177,6,"AMD EPYC 7763 64-Core Processor",2,install,46.4397,65.7018,5.01,13.11
E,lint,35645209177,6,"AMD EPYC 7763 64-Core Processor",3,lint,43.7761,48.3816,4.85,9.97
E,test,35645209177,6,"AMD EPYC 9V74 80-Core Processor",1,toolchain,13.8977,16.2288,3.66,4.43
E,test,35645209177,6,"AMD EPYC 9V74 80-Core Processor",2,install,52.1689,56.1476,5.37,10.45
E,test,35645209177,6,"AMD EPYC 9V74 80-Core Processor",3,test,30.1889,9.94568,4.31,2.31
