E,build,35646694117,8,"AMD EPYC 7763 64-Core Processor",1,toolchain,18.1609,16.6154,3.87,4.29
E,build,35646694117,8,"AMD EPYC 7763 64-Core Processor",2,install,44.112,61.3323,4.93,12.44
E,build,35646694117,8,"AMD EPYC 7763 64-Core Processor",3,build,58.789,21.3337,5.93,3.60
E,build,35646694117,8,"AMD EPYC 7763 64-Core Processor",4,deploy,53.7707,95.9912,5.59,17.16
E,lint,35646694117,8,"AMD EPYC 7763 64-Core Processor",1,toolchain,24.2508,16.9996,4.07,4.18
E,lint,35646694117,8,"AMD EPYC 7763 64-Core Processor",2,install,46.9804,65.3356,5.04,12.97
E,lint,35646694117,8,"AMD EPYC 7763 64-Core Processor",3,lint,43.922,46.8126,4.86,9.64
E,test,35646694117,8,"INTEL(R) XEON(R) PLATINUM 8573C",1,toolchain,13.2041,14.8452,3.71,4.00
E,test,35646694117,8,"INTEL(R) XEON(R) PLATINUM 8573C",2,install,50.7227,50.0712,5.31,9.43
E,test,35646694117,8,"INTEL(R) XEON(R) PLATINUM 8573C",3,test,7.42,6.63757,3.53,1.88
