E,build,35644625745,5,"AMD EPYC 7763 64-Core Processor",1,toolchain,11.5272,16.3936,3.46,4.74
E,build,35644625745,5,"AMD EPYC 7763 64-Core Processor",2,install,44.2345,59.7982,4.93,12.12
E,build,35644625745,5,"AMD EPYC 7763 64-Core Processor",3,build,56.9491,20.6989,5.81,3.56
E,build,35644625745,5,"AMD EPYC 7763 64-Core Processor",4,deploy,53.7583,91.2927,5.57,16.40
E,lint,35644625745,5,"AMD EPYC 7763 64-Core Processor",1,toolchain,20.544,18.6742,3.95,4.73
E,lint,35644625745,5,"AMD EPYC 7763 64-Core Processor",2,install,46.7698,63.6841,5.03,12.65
E,lint,35644625745,5,"AMD EPYC 7763 64-Core Processor",3,lint,42.1052,45.887,4.77,9.62
E,test,35644625745,5,"AMD EPYC 7763 64-Core Processor",1,toolchain,23.7705,16.8611,4.04,4.17
E,test,35644625745,5,"AMD EPYC 7763 64-Core Processor",2,install,41.7878,59.5673,4.77,12.49
E,test,35644625745,5,"AMD EPYC 7763 64-Core Processor",3,test,49.2823,12.1499,5.17,2.35
